uuid,design,event,data,timestamp
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,input-activity in coin description,"{'target': {'0': {'jQuery361044612638565962451': {'events': {'keyup': [{'type': 'keyup', 'origType': 'keyup', 'data': None, 'guid': 8, 'namespace': ''}], 'focus': [{'type': 'focus', 'origType': 'focus', 'guid': 37, 'namespace': False}, {'type': 'focus', 'origType': 'focus', 'guid': 35, 'namespace': ''}]}, 'focus': False}}, 'length': 1}}",2024-04-01T14:14:02.944Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,input-activity in coin description,"{'target': {'0': {'jQuery361044612638565962451': {'events': {'keyup': [{'type': 'keyup', 'origType': 'keyup', 'data': None, 'guid': 8, 'namespace': ''}], 'focus': [{'type': 'focus', 'origType': 'focus', 'guid': 37, 'namespace': False}, {'type': 'focus', 'origType': 'focus', 'guid': 35, 'namespace': ''}]}, 'focus': False}}, 'length': 1}}",2024-04-01T14:14:03.184Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,input-activity in coin description,"{'target': {'0': {'jQuery361044612638565962451': {'events': {'keyup': [{'type': 'keyup', 'origType': 'keyup', 'data': None, 'guid': 8, 'namespace': ''}], 'focus': [{'type': 'focus', 'origType': 'focus', 'guid': 36, 'namespace': False}, {'type': 'focus', 'origType': 'focus', 'guid': 35, 'namespace': ''}]}, 'focus': False}}, 'length': 1}}",2024-04-01T14:14:04.382Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,input-activity in coin description,"{'target': {'0': {'jQuery361044612638565962451': {'events': {'keyup': [{'type': 'keyup', 'origType': 'keyup', 'data': None, 'guid': 8, 'namespace': ''}], 'focus': [{'type': 'focus', 'origType': 'focus', 'guid': 36, 'namespace': False}, {'type': 'focus', 'origType': 'focus', 'guid': 35, 'namespace': ''}]}, 'focus': False}}, 'length': 1}}",2024-04-01T14:14:04.724Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,page closed,,2024-04-01T14:15:13.024Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,page init loaded,,2024-04-01T14:15:13.227Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,input-activity in coin description,"{'target': {'0': {'jQuery361030517614489315561': {'events': {'keyup': [{'type': 'keyup', 'origType': 'keyup', 'data': None, 'guid': 8, 'namespace': ''}]}}}, 'length': 1}}",2024-04-01T14:15:14.574Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,input-activity in coin description,"{'target': {'0': {'jQuery361030517614489315561': {'events': {'keyup': [{'type': 'keyup', 'origType': 'keyup', 'data': None, 'guid': 8, 'namespace': ''}]}}}, 'length': 1}}",2024-04-01T14:15:14.813Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,input-activity in coin description,"{'target': {'0': {'jQuery361030517614489315561': {'events': {'keyup': [{'type': 'keyup', 'origType': 'keyup', 'data': None, 'guid': 8, 'namespace': ''}]}}}, 'length': 1}}",2024-04-01T14:15:14.857Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,recommendations requested,{'query': 'art'},2024-04-01T14:15:15.159Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,chose recommendation,"{'category': 'list_obj', 'item_id': '3', 'side': 'reverse'}",2024-04-01T14:15:15.924Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,button clicked,{'button': 'SPARQL / Relations Editor'},2024-04-01T14:15:16.625Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,button clicked,{'button': 'Close'},2024-04-01T14:15:18.241Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,coin added,"{'coin': {'obverse': {'coin': [], 'keywords': []}, 'reverse': {'coin': [{'category': 'list_obj', 'item': {'id': 212, 'name_en': 'standard', 'name_ger': 'Standarte', 'description': None, 'alternativenames_en': 'standards', 'alternativenames_ger': None, 'typos_en': None, 'typos_ger': None, 'link': 'https://www.wikidata.org/wiki/Q351240', 'Cat_I': 'Ornaments', 'Cat_II': None, 'Cat_III': None, 'found_in_column': 'name_ger'}}], 'keywords': []}}}",2024-04-01T14:15:18.794Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,button clicked,{'button': 'Add coin to query →'},2024-04-01T14:15:18.798Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,query regenerated,"{'query': 'PREFIX nmo: <http://nomisma.org/ontology#>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\n\nSELECT DISTINCT ?url ?thumbnailObverse ?thumbnailReverse ?descriptionObverse ?descriptionReverse\n  ?date ?maxDiameter ?id ?weight ?type ?mint\nWHERE {\n  {\n    ?url rdf:type nmo:NumismaticObject .\n    ?url dcterms:identifier ?id .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverse .\n      ?obverse nmo:hasIconography ?obverseIconography .\n    }\n    OPTIONAL {\n      ?url nmo:hasMint ?mint .\n    }\n    ?url nmo:hasReverse ?reverseSide .\n    ?reverseSide nmo:hasIconography ?reverseIconography .\n    ?reverseIconography nmo:hasIconography ?reverseDesignIconography .\n    ?reverseDesignIconography rdf:type rdf:Bag .\n    ?reverseDesignIconography rdf:li ?reverseDescription1 .\n    ?reverseDescription1 rdf:subject <https://www.wikidata.org/wiki/Q351240> .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:relation ?obverseRelation .\n      ?obverseRelation foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:relation ?reverseRelation .\n      ?reverseRelation foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:description ?descriptionObverse .\n      FILTER (lang(?descriptionObverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:description ?descriptionReverse .\n      FILTER (lang(?descriptionReverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasWeight ?weight .\n    }\n    OPTIONAL {\n      ?url nmo:hasDate ?date .\n      FILTER (lang(?date) = \'en\')\n    }\n    OPTIONAL {\n      ?url nmo:hasMaxDiameter ?maxDiameter .\n    }\n    OPTIONAL {\n      ?url nmo:hasTypeSeriesItem ?type .\n    }\n  }\n}'}",2024-04-01T14:15:18.821Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,button clicked,{'button': 'SPARQL / Relations Editor'},2024-04-01T14:15:19.172Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,button clicked,{'button': 'AND'},2024-04-01T14:15:20.642Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,query regenerated,"{'query': 'PREFIX nmo: <http://nomisma.org/ontology#>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\n\nSELECT DISTINCT ?url ?thumbnailObverse ?thumbnailReverse ?descriptionObverse ?descriptionReverse\n  ?date ?maxDiameter ?id ?weight ?type ?mint\nWHERE {\n  {\n    ?url rdf:type nmo:NumismaticObject .\n    ?url dcterms:identifier ?id .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverse .\n      ?obverse nmo:hasIconography ?obverseIconography .\n    }\n    OPTIONAL {\n      ?url nmo:hasMint ?mint .\n    }\n    ?url nmo:hasReverse ?reverseSide .\n    ?reverseSide nmo:hasIconography ?reverseIconography .\n    ?reverseIconography nmo:hasIconography ?reverseDesignIconography .\n    ?reverseDesignIconography rdf:type rdf:Bag .\n    ?reverseDesignIconography rdf:li ?reverseDescription1 .\n    ?reverseDescription1 rdf:subject <https://www.wikidata.org/wiki/Q351240> .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:relation ?obverseRelation .\n      ?obverseRelation foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:relation ?reverseRelation .\n      ?reverseRelation foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:description ?descriptionObverse .\n      FILTER (lang(?descriptionObverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:description ?descriptionReverse .\n      FILTER (lang(?descriptionReverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasWeight ?weight .\n    }\n    OPTIONAL {\n      ?url nmo:hasDate ?date .\n      FILTER (lang(?date) = \'en\')\n    }\n    OPTIONAL {\n      ?url nmo:hasMaxDiameter ?maxDiameter .\n    }\n    OPTIONAL {\n      ?url nmo:hasTypeSeriesItem ?type .\n    }\n  }\n}'}",2024-04-01T14:15:20.661Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,query regenerated,"{'query': 'PREFIX nmo: <http://nomisma.org/ontology#>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\n\nSELECT DISTINCT ?url ?thumbnailObverse ?thumbnailReverse ?descriptionObverse ?descriptionReverse\n  ?date ?maxDiameter ?id ?weight ?type ?mint\nWHERE {\n  {\n    ?url rdf:type nmo:NumismaticObject .\n    ?url dcterms:identifier ?id .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverse .\n      ?obverse nmo:hasIconography ?obverseIconography .\n    }\n    OPTIONAL {\n      ?url nmo:hasMint ?mint .\n    }\n    ?url nmo:hasReverse ?reverseSide .\n    ?reverseSide nmo:hasIconography ?reverseIconography .\n    ?reverseIconography nmo:hasIconography ?reverseDesignIconography .\n    ?reverseDesignIconography rdf:type rdf:Bag .\n    ?reverseDesignIconography rdf:li ?reverseDescription1 .\n    ?reverseDescription1 rdf:subject <https://www.wikidata.org/wiki/Q351240> .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:relation ?obverseRelation .\n      ?obverseRelation foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:relation ?reverseRelation .\n      ?reverseRelation foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:description ?descriptionObverse .\n      FILTER (lang(?descriptionObverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:description ?descriptionReverse .\n      FILTER (lang(?descriptionReverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasWeight ?weight .\n    }\n    OPTIONAL {\n      ?url nmo:hasDate ?date .\n      FILTER (lang(?date) = \'en\')\n    }\n    OPTIONAL {\n      ?url nmo:hasMaxDiameter ?maxDiameter .\n    }\n    OPTIONAL {\n      ?url nmo:hasTypeSeriesItem ?type .\n    }\n  }\n  {\n    ?url rdf:type nmo:NumismaticObject .\n    ?url dcterms:identifier ?id .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverse .\n      ?obverse nmo:hasIconography ?obverseIconography .\n    }\n    OPTIONAL {\n      ?url nmo:hasMint ?mint .\n    }\n    ?url nmo:hasReverse ?reverseSide .\n    ?reverseSide nmo:hasIconography ?reverseIconography .\n    ?reverseIconography nmo:hasIconography ?reverseDesignIconography .\n    ?reverseDesignIconography rdf:type rdf:Bag .\n    ?reverseDesignIconography rdf:li ?reverseDescription1 .\n    ?reverseDescription1 rdf:subject <https://www.wikidata.org/wiki/Q351240> .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:relation ?obverseRelation .\n      ?obverseRelation foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:relation ?reverseRelation .\n      ?reverseRelation foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:description ?descriptionObverse .\n      FILTER (lang(?descriptionObverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:description ?descriptionReverse .\n      FILTER (lang(?descriptionReverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasWeight ?weight .\n    }\n    OPTIONAL {\n      ?url nmo:hasDate ?date .\n      FILTER (lang(?date) = \'en\')\n    }\n    OPTIONAL {\n      ?url nmo:hasMaxDiameter ?maxDiameter .\n    }\n    OPTIONAL {\n      ?url nmo:hasTypeSeriesItem ?type .\n    }\n  }\n}'}",2024-04-01T14:15:21.988Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,relation edited,{'relation': 'C1 AND C1'},2024-04-01T14:15:22.925Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,query regenerated,"{'query': 'PREFIX nmo: <http://nomisma.org/ontology#>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\n\nSELECT DISTINCT ?url ?thumbnailObverse ?thumbnailReverse ?descriptionObverse ?descriptionReverse\n  ?date ?maxDiameter ?id ?weight ?type ?mint\nWHERE {\n  {\n    ?url rdf:type nmo:NumismaticObject .\n    ?url dcterms:identifier ?id .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverse .\n      ?obverse nmo:hasIconography ?obverseIconography .\n    }\n    OPTIONAL {\n      ?url nmo:hasMint ?mint .\n    }\n    ?url nmo:hasReverse ?reverseSide .\n    ?reverseSide nmo:hasIconography ?reverseIconography .\n    ?reverseIconography nmo:hasIconography ?reverseDesignIconography .\n    ?reverseDesignIconography rdf:type rdf:Bag .\n    ?reverseDesignIconography rdf:li ?reverseDescription1 .\n    ?reverseDescription1 rdf:subject <https://www.wikidata.org/wiki/Q351240> .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:relation ?obverseRelation .\n      ?obverseRelation foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:relation ?reverseRelation .\n      ?reverseRelation foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:description ?descriptionObverse .\n      FILTER (lang(?descriptionObverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:description ?descriptionReverse .\n      FILTER (lang(?descriptionReverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasWeight ?weight .\n    }\n    OPTIONAL {\n      ?url nmo:hasDate ?date .\n      FILTER (lang(?date) = \'en\')\n    }\n    OPTIONAL {\n      ?url nmo:hasMaxDiameter ?maxDiameter .\n    }\n    OPTIONAL {\n      ?url nmo:hasTypeSeriesItem ?type .\n    }\n  }\n}'}",2024-04-01T14:15:23.778Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,relation edited,{'relation': 'C1 AND '},2024-04-01T14:15:23.922Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,query regenerated,"{'query': 'PREFIX nmo: <http://nomisma.org/ontology#>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\n\nSELECT DISTINCT ?url ?thumbnailObverse ?thumbnailReverse ?descriptionObverse ?descriptionReverse\n  ?date ?maxDiameter ?id ?weight ?type ?mint\nWHERE {\n  {\n    ?url rdf:type nmo:NumismaticObject .\n    ?url dcterms:identifier ?id .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverse .\n      ?obverse nmo:hasIconography ?obverseIconography .\n    }\n    OPTIONAL {\n      ?url nmo:hasMint ?mint .\n    }\n    ?url nmo:hasReverse ?reverseSide .\n    ?reverseSide nmo:hasIconography ?reverseIconography .\n    ?reverseIconography nmo:hasIconography ?reverseDesignIconography .\n    ?reverseDesignIconography rdf:type rdf:Bag .\n    ?reverseDesignIconography rdf:li ?reverseDescription1 .\n    ?reverseDescription1 rdf:subject <https://www.wikidata.org/wiki/Q351240> .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:relation ?obverseRelation .\n      ?obverseRelation foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:relation ?reverseRelation .\n      ?reverseRelation foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:description ?descriptionObverse .\n      FILTER (lang(?descriptionObverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:description ?descriptionReverse .\n      FILTER (lang(?descriptionReverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasWeight ?weight .\n    }\n    OPTIONAL {\n      ?url nmo:hasDate ?date .\n      FILTER (lang(?date) = \'en\')\n    }\n    OPTIONAL {\n      ?url nmo:hasMaxDiameter ?maxDiameter .\n    }\n    OPTIONAL {\n      ?url nmo:hasTypeSeriesItem ?type .\n    }\n  }\n}'}",2024-04-01T14:15:24.047Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,relation edited,{'relation': 'C1'},2024-04-01T14:15:24.102Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,query regenerated,{'query': 'PREFIX nmo: <http://nomisma.org/ontology#>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\n\nSELECT DISTINCT ?url ?thumbnailObverse ?thumbnailReverse ?descriptionObverse ?descriptionReverse\n  ?date ?maxDiameter ?id ?weight ?type ?mint\nWHERE {\n}'},2024-04-01T14:15:24.372Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,relation edited,{'relation': ''},2024-04-01T14:15:24.506Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,query regenerated,"{'query': 'PREFIX nmo: <http://nomisma.org/ontology#>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\n\nSELECT DISTINCT ?url ?thumbnailObverse ?thumbnailReverse ?descriptionObverse ?descriptionReverse\n  ?date ?maxDiameter ?id ?weight ?type ?mint\nWHERE {\n  {\n    ?url rdf:type nmo:NumismaticObject .\n    ?url dcterms:identifier ?id .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverse .\n      ?obverse nmo:hasIconography ?obverseIconography .\n    }\n    OPTIONAL {\n      ?url nmo:hasMint ?mint .\n    }\n    ?url nmo:hasReverse ?reverseSide .\n    ?reverseSide nmo:hasIconography ?reverseIconography .\n    ?reverseIconography nmo:hasIconography ?reverseDesignIconography .\n    ?reverseDesignIconography rdf:type rdf:Bag .\n    ?reverseDesignIconography rdf:li ?reverseDescription1 .\n    ?reverseDescription1 rdf:subject <https://www.wikidata.org/wiki/Q351240> .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:relation ?obverseRelation .\n      ?obverseRelation foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:relation ?reverseRelation .\n      ?reverseRelation foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:description ?descriptionObverse .\n      FILTER (lang(?descriptionObverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:description ?descriptionReverse .\n      FILTER (lang(?descriptionReverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasWeight ?weight .\n    }\n    OPTIONAL {\n      ?url nmo:hasDate ?date .\n      FILTER (lang(?date) = \'en\')\n    }\n    OPTIONAL {\n      ?url nmo:hasMaxDiameter ?maxDiameter .\n    }\n    OPTIONAL {\n      ?url nmo:hasTypeSeriesItem ?type .\n    }\n  }\n}'}",2024-04-01T14:15:27.521Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,button clicked,{'button': 'AND'},2024-04-01T14:15:28.361Z
d4c9-0a75-4bf9-9a3a-5ca1,Design 1,query regenerated,"{'query': 'PREFIX nmo: <http://nomisma.org/ontology#>\nPREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>\nPREFIX foaf: <http://xmlns.com/foaf/0.1/>\nPREFIX dcterms: <http://purl.org/dc/terms/>\n\nSELECT DISTINCT ?url ?thumbnailObverse ?thumbnailReverse ?descriptionObverse ?descriptionReverse\n  ?date ?maxDiameter ?id ?weight ?type ?mint\nWHERE {\n  {\n    ?url rdf:type nmo:NumismaticObject .\n    ?url dcterms:identifier ?id .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverse .\n      ?obverse nmo:hasIconography ?obverseIconography .\n    }\n    OPTIONAL {\n      ?url nmo:hasMint ?mint .\n    }\n    ?url nmo:hasReverse ?reverseSide .\n    ?reverseSide nmo:hasIconography ?reverseIconography .\n    ?reverseIconography nmo:hasIconography ?reverseDesignIconography .\n    ?reverseDesignIconography rdf:type rdf:Bag .\n    ?reverseDesignIconography rdf:li ?reverseDescription1 .\n    ?reverseDescription1 rdf:subject <https://www.wikidata.org/wiki/Q351240> .\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:relation ?obverseRelation .\n      ?obverseRelation foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide foaf:thumbnail ?thumbnailObverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:relation ?reverseRelation .\n      ?reverseRelation foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide foaf:thumbnail ?thumbnailReverse .\n    }\n    OPTIONAL {\n      ?url nmo:hasObverse ?obverseSide .\n      ?obverseSide dcterms:description ?descriptionObverse .\n      FILTER (lang(?descriptionObverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasReverse ?reverseSide .\n      ?reverseSide dcterms:description ?descriptionReverse .\n      FILTER (lang(?descriptionReverse) = ""en"")\n    }\n    OPTIONAL {\n      ?url nmo:hasWeight ?weight .\n    }\n    OPTIONAL {\n      ?url nmo:hasDate ?date .\n      FILTER (lang(?date) = \'en\')\n    }\n    OPTIONAL {\n      ?url nmo:hasMaxDiameter ?maxDiameter .\n    }\n    OPTIONAL {\n      ?url nmo:hasTypeSeriesItem ?type .\n    }\n  }\n}'}",2024-04-01T14:15:28.381Z
