mint,mintLabel
http://nomisma.org/id/eryx,Eryx
http://nomisma.org/id/phygela,Phygela
http://nomisma.org/id/metropolis_thessaly,Metropolis
http://nomisma.org/id/idyma,Idyma
http://nomisma.org/id/leontini,Leontini
http://nomisma.org/id/siris,Siris
http://nomisma.org/id/corcyra_corcyra,Corcyra
http://nomisma.org/id/issus,Issus
http://nomisma.org/id/lipara,Lipara
http://nomisma.org/id/chaeroneia,Chaeroneia
http://nomisma.org/id/sybaris,Sybaris
http://nomisma.org/id/apamea_phrygiae,Apamea in Phrygia
http://nomisma.org/id/amyzon,Amyzon
http://nomisma.org/id/agrigentum,Agrigentum
http://nomisma.org/id/athens,Athens
http://nomisma.org/id/apollonia_crete,"Apollonia, Crete"
http://nomisma.org/id/charax_spasinou,Charax Spasinou
http://nomisma.org/id/polyrhenium,Polyrhenium
http://nomisma.org/id/teate,Teate
http://nomisma.org/id/thera,Thera
http://nomisma.org/id/terone,Terone
http://nomisma.org/id/zacynthus,Zacynthus
http://nomisma.org/id/tegea,Tegea
http://nomisma.org/id/elea,Elea
http://nomisma.org/id/heraclea_minoa,Heraclea Minoa
http://nomisma.org/id/anactorium,Anactorium
http://nomisma.org/id/nymphaeum,Nymphaeum
http://nomisma.org/id/thyrrheium,Thyrrheium
http://nomisma.org/id/larissa_phriconis,Larissa Phriconis
http://nomisma.org/id/hypana-achaean_league,Hypana
http://nomisma.org/id/paestum,Paestum
http://nomisma.org/id/pharae,Pharae
http://nomisma.org/id/masicytes,Masicytes
http://nomisma.org/id/heraea,Heraea
http://nomisma.org/id/rhaucus,Rhaucus
http://nomisma.org/id/lacedaemon,Lacedaemon
http://nomisma.org/id/consentia,Consentia
http://nomisma.org/id/ariminum,Ariminum
http://nomisma.org/id/ialysus,Ialysus
http://nomisma.org/id/histiaea,Histiaea
http://nomisma.org/id/lilybaeum,Lilybaeum
http://nomisma.org/id/nola,Nola
http://nomisma.org/id/thronium,Thronium
http://nomisma.org/id/berge,Berge
http://nomisma.org/id/gela,Gela
http://nomisma.org/id/andros,Andros
http://nomisma.org/id/barium,Barium
http://nomisma.org/id/aegeira,Aegeira
http://nomisma.org/id/eion,Eion
http://nomisma.org/id/olympe,Olympe
http://nomisma.org/id/salapia,Salapia
http://nomisma.org/id/cora,Cora
http://nomisma.org/id/gortyna,Gortyn
http://nomisma.org/id/nicaea_bithynia,Nicaea
http://nomisma.org/id/larissa_cremaste,Larissa Cremaste
http://nomisma.org/id/selinus_sicily,Selinus
http://nomisma.org/id/camarina,Camarina
http://nomisma.org/id/adana,Adana
http://nomisma.org/id/aninetus,Aninetus
http://nomisma.org/id/ithaca,Ithaca
http://nomisma.org/id/patara,Patara
http://nomisma.org/id/cassope,Cassope
http://nomisma.org/id/solus,Solus
http://nomisma.org/id/plarasa,Plarasa
http://nomisma.org/id/orthe,Orthe
http://nomisma.org/id/epiphaneia_cilicia,Epiphaneia
http://nomisma.org/id/laus,Laüs
http://nomisma.org/id/same,Same
http://nomisma.org/id/myconos,Myconos
http://nomisma.org/id/aptera,Aptera
http://nomisma.org/id/cibyra,Cibyra
http://nomisma.org/id/atrax,Atrax
http://nomisma.org/id/cius,Cius
http://nomisma.org/id/oenoe,Oenoe
http://nomisma.org/id/tabae,Tabae
http://nomisma.org/id/kalindoia,Kalindoia
http://nomisma.org/id/byllis,Byllis
http://nomisma.org/id/harpasa,Harpasa
http://nomisma.org/id/mesma,Mesma
http://nomisma.org/id/uncertain_caria_e,Uncertain Carian mint E
http://nomisma.org/id/pharos,Pharos
http://nomisma.org/id/aezanis,Aezanis
http://nomisma.org/id/eretria,Eretria
http://nomisma.org/id/epidaurus,Epidaurus
http://nomisma.org/id/acanthus,Acanthus
http://nomisma.org/id/cleitor,Cleitor
http://nomisma.org/id/persepolis,Persepolis
http://nomisma.org/id/ura,Ura
http://nomisma.org/id/naxos,"Naxos, Aegean"
http://nomisma.org/id/crannon,Crannon
http://nomisma.org/id/iasus,Iasos
http://nomisma.org/id/nacona,Nacona
http://nomisma.org/id/phlius,Phlius
http://nomisma.org/id/galaria,Galaria
http://nomisma.org/id/cnossus,Cnossus
http://nomisma.org/id/cragus,Cragus
http://nomisma.org/id/hierapytna,Hierapytna
http://nomisma.org/id/salamis_attica,Salamis
http://nomisma.org/id/enna,Enna
http://nomisma.org/id/phanagoria,Phanagoria
http://nomisma.org/id/pheneus,Pheneus
http://nomisma.org/id/corycus,Corycus
http://nomisma.org/id/phistelia,Phistelia
http://nomisma.org/id/dium_macedon,Dium
http://nomisma.org/id/centuripae,Centuripae
http://nomisma.org/id/chabacta,Chabacta
http://nomisma.org/id/mende,Mende
http://nomisma.org/id/hieropolis_phrygia,Hieropolis
http://nomisma.org/id/pandosia_epirus,Pandosia
http://nomisma.org/id/dora,Dora
http://nomisma.org/id/methylium,Methylium
http://nomisma.org/id/aegium,Aegium
http://nomisma.org/id/uncertain_caria_b,Uncertain Carian mint B
http://nomisma.org/id/pallantium,Pallantium
http://nomisma.org/id/carthaea,Carthaea
http://nomisma.org/id/myndus,Myndus
http://nomisma.org/id/aperlae,Aperlae
http://nomisma.org/id/orchomenus_boeotia,Orchomenus
http://nomisma.org/id/scione,Scione
http://nomisma.org/id/alyzia,Alyz(e)ia
http://nomisma.org/id/allifae,Allifae
http://nomisma.org/id/sinde,Sinde
http://nomisma.org/id/melitaea,Melitaea
http://nomisma.org/id/pelagia,Pelagia
http://nomisma.org/id/philippi,Philippi
http://nomisma.org/id/antiocheia_alabanda,Antiocheia (Alabanda)
http://nomisma.org/id/chersonesus_cariae,"Chersonesus, Caria"
http://nomisma.org/id/haliartus,Haliartus
http://nomisma.org/id/scotussa,Scotussa
http://nomisma.org/id/seriphos,Seriphos
http://nomisma.org/id/ancona,Ancona
http://nomisma.org/id/camirus,Camirus
http://nomisma.org/id/ashdod,Ashdod
http://nomisma.org/id/orthosia_caria,Orthosia Cariae
http://nomisma.org/id/naxus,"Naxos, Sicily"
http://nomisma.org/id/alaesa,Alaesa
http://nomisma.org/id/priansus,Priansos
http://nomisma.org/id/lindus,Lindus
http://nomisma.org/id/attaleia,Attaleia
http://nomisma.org/id/phellus,Phellus
http://nomisma.org/id/cales,Cales
http://nomisma.org/id/potidaea,Potidaea
http://nomisma.org/id/pharcadon,Pharcadon
http://nomisma.org/id/nagidus,Nagidus
http://nomisma.org/id/apollonia_lycia,Apollonia in Lycia
http://nomisma.org/id/etenna,Etenna
http://nomisma.org/id/scyros,Scyros
http://nomisma.org/id/cythera,Cythera
http://nomisma.org/id/calchedon,Calchedon
http://nomisma.org/id/tanagra,Tanagra
http://nomisma.org/id/amisus,Amisus
http://nomisma.org/id/adranum,Adranum
http://nomisma.org/id/anaphe,Anaphe
http://nomisma.org/id/hyrtacina,Hyrtacina
http://nomisma.org/id/lisus,Lisus
http://nomisma.org/id/uncertain_cappadocia_a,Uncertain Cappadocian Royal mint A
http://nomisma.org/id/parlais,Parlais
http://nomisma.org/id/hegra,Hegra
http://nomisma.org/id/troezen,Troezen
http://nomisma.org/id/siphnos,Siphnos
http://nomisma.org/id/calatia,Calatia
http://nomisma.org/id/phaestus,Phaestus
http://nomisma.org/id/astypalaea,Astypalaea
http://nomisma.org/id/ceramus,Ceramus
http://nomisma.org/id/caelia,Caelia
http://nomisma.org/id/palinurus,Palinurus
http://nomisma.org/id/aegina_aegina,Aegina
http://nomisma.org/id/amorium,Amorium
http://nomisma.org/id/eleusis,Eleusis
http://nomisma.org/id/peparethus,Peparethus
http://nomisma.org/id/heracleia_trachinia,Heracleia Trachinia
http://nomisma.org/id/paros,Paros
http://nomisma.org/id/asculum,Asculum
http://nomisma.org/id/stratoniceia,Stratoniceia
http://nomisma.org/id/uncertain_caria_d,Uncertain Carian mint D
http://nomisma.org/id/locri_opuntii,Locri Opuntii (Opus)
http://nomisma.org/id/arkathiokerta,Arkathiokerta
http://nomisma.org/id/aetna,Aetna
http://nomisma.org/id/autocane,Autocane
http://nomisma.org/id/uxentum,Uxentum
http://nomisma.org/id/trapezus,Trapezus
http://nomisma.org/id/thelpusa,Thelpusa
http://nomisma.org/id/gaulos,Gaulos
http://nomisma.org/id/methone_macedon,Methone
http://nomisma.org/id/holmi,Holmi
http://nomisma.org/id/capua,Capua
http://nomisma.org/id/eresus,Eresus
http://nomisma.org/id/tithorea,Tithorea
http://nomisma.org/id/artaxata,Artaxata
http://nomisma.org/id/selge,Selge
http://nomisma.org/id/eriza_phrygia,Eriza
http://nomisma.org/id/iguvium,Iguvium
http://nomisma.org/id/dicaea_macedon,Dicaea
http://nomisma.org/id/magnesia,Magnesia in Thessaly
http://nomisma.org/id/rubi,Rubi
http://nomisma.org/id/rhizos,Rhizos
http://nomisma.org/id/tricca,Tricca
http://nomisma.org/id/spartolus,Spartolus
http://nomisma.org/id/motya,Motya
http://nomisma.org/id/larinum,Larinum
http://nomisma.org/id/damastium,Damastium
http://nomisma.org/id/natunia,Natunia
http://nomisma.org/id/psophis,Psophis
http://nomisma.org/id/halieis,Halieis
http://nomisma.org/id/aphrodisias_caria,"Aphrodisias, Caria"
http://nomisma.org/id/cumae,Cumae
http://nomisma.org/id/eusebeia,Eusebeia
http://nomisma.org/id/calymna,Calymna
http://nomisma.org/id/delos,Delos
http://nomisma.org/id/wedrei,Wedrei
http://nomisma.org/id/limyra,Limyra
http://nomisma.org/id/tigranocerta,Tigranocerta
http://nomisma.org/id/meliboea,Meliboea
http://nomisma.org/id/segesta,Segesta
http://nomisma.org/id/dyme,Dyme
http://nomisma.org/id/parrhasia,Parrhasia
http://nomisma.org/id/lamia,Lamia
http://nomisma.org/id/adada,Adada
http://nomisma.org/id/tenos,Tenos
http://nomisma.org/id/patrae,Patrae
http://nomisma.org/id/leucas,Leucas
http://nomisma.org/id/eumeneia,Eumeneia
http://nomisma.org/id/issa,Issa
http://nomisma.org/id/cabeira,Cabeira
http://nomisma.org/id/alea,Alea
http://nomisma.org/id/chalcis_sub_libano,Chalcis sub Libano
http://nomisma.org/id/neapolis_ad_harpasum,Neapolis ad Harpasum
http://nomisma.org/id/axus,Axus
http://nomisma.org/id/coressia,Coressus
http://nomisma.org/id/iulis,Iulis
http://nomisma.org/id/isinda,Isinda
http://nomisma.org/id/cadyanda,Cadyanda
http://nomisma.org/id/dioscurias,Dioscurias
http://nomisma.org/id/caystriani,Caystriani
http://nomisma.org/id/corone,Corone
http://nomisma.org/id/amantia,Amantia
http://nomisma.org/id/uncertain_caria_g,Uncertain Carian mint G
http://nomisma.org/id/choma,Choma
http://nomisma.org/id/poseidium,Poseidium
http://nomisma.org/id/euippe,Euippe
http://nomisma.org/id/phytia_acarnania,Phytia
http://nomisma.org/id/harib_south_arabia,Harib
http://nomisma.org/id/syros,Syros
http://nomisma.org/id/stymphalus,Stymphalus
http://nomisma.org/id/apollonia_salbace,Apollonia Salbace
http://nomisma.org/id/butuntum,Butuntum
http://nomisma.org/id/menaenum,Menaenum
http://nomisma.org/id/morima,Morima
http://nomisma.org/id/anticyra,Anticyra
http://nomisma.org/id/hyria_calabria,Hyria
http://nomisma.org/id/cys,Cys
http://nomisma.org/id/conana,Conana
http://nomisma.org/id/prostanna,Prostanna
http://nomisma.org/id/argilos,Argilos
http://nomisma.org/id/dipaea-achaean_league,Dipaea
http://nomisma.org/id/cremna,Cremna
http://nomisma.org/id/heraclea_lyncestis,Herakleia Lynkestis
http://nomisma.org/id/pale,Pale
http://nomisma.org/id/larissa_syria,"Larissa, Syria"
http://nomisma.org/id/olus,Olus
http://nomisma.org/id/sybrita,Sybrita
http://nomisma.org/id/callipolis,Callipolis
http://nomisma.org/id/beneventum,Beneventum
http://nomisma.org/id/mateolum,Mateolum
http://nomisma.org/id/aegae_achaea,Aegae
http://nomisma.org/id/antiphellus,Antiphellus
http://nomisma.org/id/pordosilene,Pordosilene
http://nomisma.org/id/pallanum,Pallanum
http://nomisma.org/id/mopsium,Mopsium
http://nomisma.org/id/nesos,Nesos
http://nomisma.org/id/copia,Copia
http://nomisma.org/id/pinara,Pinara
http://nomisma.org/id/alba_fucens,Alba Fucens
http://nomisma.org/id/antiocheia_ad_cydnum,Antiocheia ad Cydnum
http://nomisma.org/id/olophyxus,Olophyxus
http://nomisma.org/id/caphya,Caphya
http://nomisma.org/id/pinna,Pinna
http://nomisma.org/id/leonnaea,Leonnaea
http://nomisma.org/id/lyttus,Lyttus
http://nomisma.org/id/aegiale,Aegiale
http://nomisma.org/id/megara,Megara
http://nomisma.org/id/suessa_aurunca,Suessa Aurunca
http://nomisma.org/id/tragilus,Tragilus
http://nomisma.org/id/acmoneia,Acmoneia
http://nomisma.org/id/orthagoreia,Orthagoreia
http://nomisma.org/id/laranda,Laranda
http://nomisma.org/id/hipana,Hipana
http://nomisma.org/id/olympus,Olympus in Lycia
http://nomisma.org/id/thyatira,Thyateira
http://nomisma.org/id/amasia,Amas(e)ia
http://nomisma.org/id/volaterrae,Volaterrae
http://nomisma.org/id/lappa,Lappa
http://nomisma.org/id/cercinitis,Cercinitis
http://nomisma.org/id/kasolaba,Kasolaba
http://nomisma.org/id/taulara,Taulara
http://nomisma.org/id/daparria,Daparria
http://nomisma.org/id/pydna,Pydna
http://nomisma.org/id/latus,Latus
http://nomisma.org/id/aphrodisias_cilicia,"Aphrodisias, Cilicia"
http://nomisma.org/id/metropolis_ionia,Metropolis
http://nomisma.org/id/heraclea_ad_latmum,Herakleia ad Latmum
http://nomisma.org/id/phalasarna,Phalasarna
http://nomisma.org/id/zephyrium,Zephyrium
http://nomisma.org/id/tymnessus,Tymnessus
http://nomisma.org/id/amphissa,Amphissa
http://nomisma.org/id/pyrrha,Pyrrha
http://nomisma.org/id/termessus_minor,Termessus Minor
http://nomisma.org/id/philadelpheia_lydia,Philadelphia
http://nomisma.org/id/comama,Comama
http://nomisma.org/id/gaziura,Gaziura
http://nomisma.org/id/baletium,Baletium
http://nomisma.org/id/delphi,Delphi
http://nomisma.org/id/rhosus,Rhosus
http://nomisma.org/id/laodiceia_pontus,Laodiceia
http://nomisma.org/id/attuda,Attuda
http://nomisma.org/id/apollonia_macedon,"Apollonia, Macedon"
http://nomisma.org/id/icus,Icus
http://nomisma.org/id/oeta,Oeta
http://nomisma.org/id/entella,Entella
http://nomisma.org/id/antigoneia_mantineia,Antigoneia
http://nomisma.org/id/eleutherna,Eleutherna
http://nomisma.org/id/myra,Myra
http://nomisma.org/id/malienses_lamia,Malienses
http://nomisma.org/id/araxa,Araxa (?)
http://nomisma.org/id/tyana,Tyana
http://nomisma.org/id/tium,Tium
http://nomisma.org/id/azetium,Azetium
http://nomisma.org/id/macedon,Macedon
http://nomisma.org/id/syangela,Syangela
http://nomisma.org/id/itanus,Itanus
http://nomisma.org/id/arcadia_crete,Arcadia
http://nomisma.org/id/citanaura,Citanaura
http://nomisma.org/id/trachis,Trachis
http://nomisma.org/id/tlos,Tlos
http://nomisma.org/id/hatra,Hatra
http://nomisma.org/id/carsioli,Carsioli
http://nomisma.org/id/sarnoa,Sarnoa
http://nomisma.org/id/cidramus,Cidramus
http://nomisma.org/id/praeneste,Praeneste
http://nomisma.org/id/hypata,Hypata
http://nomisma.org/id/stageira,Stageira
http://nomisma.org/id/lebadeia,Lebadeia
http://nomisma.org/id/brundisium,Brundisium
http://nomisma.org/id/oeniadae,Oeniadae
http://nomisma.org/id/phoenice,Phoenice
http://nomisma.org/id/teanum_sidicinum,Teanum Sidicinum
http://nomisma.org/id/lychnidus,Lychnidus
http://nomisma.org/id/sciathus,Sciathus
http://nomisma.org/id/sturnium,Sturnium
http://nomisma.org/id/echinus,Echinus
http://nomisma.org/id/tylisus,Tylisus
http://nomisma.org/id/dionysopolis_phrygia,Dionysopolis Phrygiae
http://nomisma.org/id/reate,Reate
http://nomisma.org/id/caryanda,Caryanda
http://nomisma.org/id/neapolis_macedon,Neapolis
http://nomisma.org/id/proni,Pronnoi
http://nomisma.org/id/cromna,Cromna
http://nomisma.org/id/aphytis,Aphytis
http://nomisma.org/id/so_lucania,So
http://nomisma.org/id/bithynium,Bithynium
http://nomisma.org/id/olynthus,Olynthus
http://nomisma.org/id/tavium,Tavium
http://nomisma.org/id/seleuceia_tralles,Seleuceia (Tralles)
http://nomisma.org/id/apollonia_ad_maeandrum,Apollonia on the Maeander
http://nomisma.org/id/arpi,Arpi
http://nomisma.org/id/utica,Utica
http://nomisma.org/id/ursentum,Ursentum
http://nomisma.org/id/arcesine,Arcesine
http://nomisma.org/id/gordion,Gordion
http://nomisma.org/id/casarium,Casarium
http://nomisma.org/id/hatria,Hatria
http://nomisma.org/id/thebae,Thebae
http://nomisma.org/id/oricus,Oricus
http://nomisma.org/id/ios,Ios
http://nomisma.org/id/helisson,Helisson
http://nomisma.org/id/lopadusa,Lopadusa
http://nomisma.org/id/phalanna,Phalanna
http://nomisma.org/id/apollonia_sicily,"Apollonia, Sicily"
http://nomisma.org/id/prusias_ad_mare,Prusias ad Mare
http://nomisma.org/id/heraclea_salbace,Heraclea Salbace
http://nomisma.org/id/anopolis,Anopolis
http://nomisma.org/id/coronta,Coronta
http://nomisma.org/id/pelinna,Pelinna
http://nomisma.org/id/cosa,Cosa
http://nomisma.org/id/palaerus,Palaerus
http://nomisma.org/id/olbia_city,Olbia
http://nomisma.org/id/atella,Atella
http://nomisma.org/id/synnada,Synnada
http://nomisma.org/id/pharsalus,Pharsalus
http://nomisma.org/id/peltae,Peltae
http://nomisma.org/id/aluntium,(H)aluntium
http://nomisma.org/id/agyrium,Agyrium
http://nomisma.org/id/megara_hyblaea,Megara Hyblaea
http://nomisma.org/id/alexandreia_ad_issum,Alexandreia ad Issum
http://nomisma.org/id/gorgippia,Gorgippia
http://nomisma.org/id/uncertain_caria_c,Uncertain Carian mint C
http://nomisma.org/id/gonnus,Gonnoi
http://nomisma.org/id/volcei,Volcei
http://nomisma.org/id/gyrton,Gyrton
http://nomisma.org/id/aerae,Aerae
http://nomisma.org/id/coroneia,Coroneia
http://nomisma.org/id/theisoa,Theisoa
http://nomisma.org/id/orchomenus_arcadia,Orchomenus
http://nomisma.org/id/oloosson,Oloosson
http://nomisma.org/id/vulci,Vulci
http://nomisma.org/id/hippus,Hippos (Sussita)
http://nomisma.org/id/capsa,Capsa
http://nomisma.org/id/thaliadae,Thaliadae
http://nomisma.org/id/meles,Meles
http://nomisma.org/id/olympus_aeolis,Olympus in Aeolis
http://nomisma.org/id/serdaei,Serd
http://nomisma.org/id/hydrela,Hydrela
http://nomisma.org/id/aemilium,Aemilium
http://nomisma.org/id/phasis,Phasis
http://nomisma.org/id/cythnos,Cythnos
http://nomisma.org/id/hybla_magna,Hybla Magna
http://nomisma.org/id/uncertain_cappadocia_c,Uncertain Cappadocian Royal mint C
http://nomisma.org/id/phoinix,Phoinikous
http://nomisma.org/id/iaetia,Iaetia
http://nomisma.org/id/trebendae,Trebendae
http://nomisma.org/id/golgi,Golgoi
http://nomisma.org/id/phacium,Phacium
http://nomisma.org/id/cichyrus,Cichyrus
http://nomisma.org/id/arsinoe_crete,"Arsinoe, Crete"
http://nomisma.org/id/neretum,Neretum
http://nomisma.org/id/isaura,Isaura
http://nomisma.org/id/vetulonia,Vetulonia
http://nomisma.org/id/herbita,Herbita
http://nomisma.org/id/ameselon,Ameselon
http://nomisma.org/id/firmum,Firmum
http://nomisma.org/id/plataea,Plataea
http://nomisma.org/id/ariassus,Ariassus
http://nomisma.org/id/peirasiae,Peirasiae
http://nomisma.org/id/myrina_crete,Myrina
http://nomisma.org/id/pisae_etruria,Pisae
http://nomisma.org/id/medeon,Medeon
http://nomisma.org/id/aquinum,Aquinum
http://nomisma.org/id/herbessus,Herbessus
http://nomisma.org/id/andeda,Andeda
http://nomisma.org/id/zagaba,Zagaba
http://nomisma.org/id/cephaloedium,Cephaloedium
http://nomisma.org/id/idalium,Idalium
http://nomisma.org/id/thyessus,Thyessus
http://nomisma.org/id/antissa,Antissa
http://nomisma.org/id/samadi,Samadi
http://nomisma.org/id/hyporum,Hyporum
http://nomisma.org/id/cleonae,Cleonae
http://nomisma.org/id/oropus,Oropus
http://nomisma.org/id/ceryneia,Ceryneia
http://nomisma.org/id/thuria,Thuria
http://nomisma.org/id/chersonesus_crete,"Chersonesus, Crete"
http://nomisma.org/id/blaundus,Blaundus
http://nomisma.org/id/kamos,Kamos
http://nomisma.org/id/methydrium_arcadia,Methydrium
http://nomisma.org/id/heracleia_illyricum,Heracleia
http://nomisma.org/id/cyane,Cyaneae
http://nomisma.org/id/appia,Appia
http://nomisma.org/id/telos,Telos
http://nomisma.org/id/oeantheia,Oeantheia
http://nomisma.org/id/hydisus,Hydisus
http://nomisma.org/id/seleuceia_ad_pyramum,Seleuceia ad Pyramum
http://nomisma.org/id/arycanda,Arycanda
http://nomisma.org/id/cybistra,Cybistra
http://nomisma.org/id/nuceria,Nuceria
http://nomisma.org/id/pessinus,Pessinus
http://nomisma.org/id/biannos,Biannos
http://nomisma.org/id/astacus_acarnania,Astacus (Acarnania)
http://nomisma.org/id/termera,Termera
http://nomisma.org/id/uncertain_caria_f,Uncertain Carian mint F
http://nomisma.org/id/moda,Moda
http://nomisma.org/id/calacte,Calacte
http://nomisma.org/id/iconium,Iconium
http://nomisma.org/id/sermyle,Sermylia
http://nomisma.org/id/nuceria_alfaterna,Nuceria Alfaterna
http://nomisma.org/id/naulochus,Naulochus
http://nomisma.org/id/anisa,Anisa
http://nomisma.org/id/gagae,Gagae
http://nomisma.org/id/metropolis_acarnania,Metropolis
http://nomisma.org/id/ceraitae,Keraia
http://nomisma.org/id/hieracome,Hieracome
http://nomisma.org/id/sicinos,Sicinos
http://nomisma.org/id/piacus,Piacus
http://nomisma.org/id/argos_amphilochicum,Argos Amphilochicum
http://nomisma.org/id/uncertain_cappadocia_b,Uncertain Cappadocian Royal mint B
http://nomisma.org/id/nisa_lycia,Nisa
http://nomisma.org/id/mytistratus,Mytistratus
http://nomisma.org/id/kronia,Kronia
http://nomisma.org/id/sesamus,Sesamus
http://nomisma.org/id/bargasa,Bargasa
http://nomisma.org/id/mycalessus,Mycalessus
http://nomisma.org/id/cimolos,Cimolos
http://nomisma.org/id/colossae,Colossae
http://nomisma.org/id/gerasa,Gerasa
http://nomisma.org/id/anazarbus,Anazarbus
http://nomisma.org/id/rhizon,Rhizon
http://nomisma.org/id/helice,Helice
http://nomisma.org/id/irnthii,Irnthii
http://nomisma.org/id/posidium,"Posideion, Syria"
http://nomisma.org/id/cimissa,Cimissa
http://nomisma.org/id/phaloria,Phaloria
http://nomisma.org/id/gadara,Gadara
http://nomisma.org/id/dia,Dia
http://nomisma.org/id/eurea,Eurea
http://nomisma.org/id/pednelissus,Pednelissus
http://nomisma.org/id/larbenoi,Larbenoi
http://nomisma.org/id/gamla_galilaea,Gamla
http://nomisma.org/id/lusi-achaean_league,Lusi
http://nomisma.org/id/candyba,Candyba
http://nomisma.org/id/cossura,Cossura
http://nomisma.org/id/pholegandros,Pholegandros
http://nomisma.org/id/oenoanda,Oenoanda
http://nomisma.org/id/stiela,Stiela
http://nomisma.org/id/scarpheia,Scarpheia
http://nomisma.org/id/mostene,Mostene
http://nomisma.org/id/grynium,Grynium
http://nomisma.org/id/paropus,Paropus
http://nomisma.org/id/ceraea,Ceraea
http://nomisma.org/id/elyrus,Elyrus
http://nomisma.org/id/comana,Comana
http://nomisma.org/id/darado,Darado
http://nomisma.org/id/astacus_bithynia,Astacus (Bithynia)
http://nomisma.org/id/silerae,Silerae
http://nomisma.org/id/apollonis,Apollonis
http://nomisma.org/id/pimolisa,Pimolisa
http://nomisma.org/id/mothone,Mothone
http://nomisma.org/id/sergetion,Sergetion
http://nomisma.org/id/calynda,Calynda
http://nomisma.org/id/allaria,Allaria
http://nomisma.org/id/athl_sicily,"Athl..., Sicily"
http://nomisma.org/id/thespiae,Thespiae
http://nomisma.org/id/grumum,Grumum
http://nomisma.org/id/eurydiceia,Eurydiceia (Smyrna)
http://nomisma.org/id/myrina_lemni,Myrina
http://nomisma.org/id/dia_thessaly,Dia
http://nomisma.org/id/maleventum,Maleventum
http://nomisma.org/id/hyrium,Hyrium
http://nomisma.org/id/silvium,Silvium
http://nomisma.org/id/ichnae,Ichnae
http://nomisma.org/id/rhodiapolis,Rhodiapolis
http://nomisma.org/id/me_bruttium,Me...
http://nomisma.org/id/alipheira-achaean_league,Alipheira
http://nomisma.org/id/acerrae,Acerrae
http://nomisma.org/id/scodra,Scodra
http://nomisma.org/id/peumata,Peumata
http://nomisma.org/id/gyaros,Gyaros
http://nomisma.org/id/poteidania,Poteidania
http://nomisma.org/id/norba,Norba
http://nomisma.org/id/asea,Asea
http://nomisma.org/id/ziz,Ziz
http://nomisma.org/id/homolium,Homolium
http://nomisma.org/id/methana,Methana
http://nomisma.org/id/leontion,Leontion
http://nomisma.org/id/copae,Copae
http://nomisma.org/id/abonuteichos,Abonuteichos
http://nomisma.org/id/amestratus,Amestratus
http://nomisma.org/id/acraephia,Acraephia
http://nomisma.org/id/apollonia_aetolia,Apollonia in Aetolia
http://nomisma.org/id/eurymenae,Eurymenae
http://nomisma.org/id/telesia,Telesia
http://nomisma.org/id/boeone,Boeone
http://nomisma.org/id/longane,Longane
http://nomisma.org/id/savatra,Savatra
http://nomisma.org/id/pandosia_bruttium,Pandosia
http://nomisma.org/id/gordiuteichos,Gordiuteichos
http://nomisma.org/id/tisna,Tisna
http://nomisma.org/id/cibyra_minor,Cibyra Minor
http://nomisma.org/id/aquilonia,Aquilonia
http://nomisma.org/id/zela,Zela
http://nomisma.org/id/colone_messenia,Colone
http://nomisma.org/id/eccarra,Eccarra
http://nomisma.org/id/latmus,Latmos
http://nomisma.org/id/dodona,Dodona
http://nomisma.org/id/minoa,Minoa
http://nomisma.org/id/myus,Myus
http://nomisma.org/id/larymna,Larymna
http://nomisma.org/id/teuthis-achaean_league,Teuthis
http://nomisma.org/id/lysias,Lysias
http://nomisma.org/id/prusa_ad_olympum,Prusa ad Olympum
http://nomisma.org/id/acrae,Acrae
http://nomisma.org/id/phigaleia,Phigaleia
http://nomisma.org/id/asine,Asine
http://nomisma.org/id/stratoniceia_hadrianpolis,Stratoniceia-Hadrianopolis
http://nomisma.org/id/amblada,Amblada
http://nomisma.org/id/halus,Halus
http://nomisma.org/id/iolcus,Iolkos
http://nomisma.org/id/aesernia,Aesernia
http://nomisma.org/id/temesa,Temesa
http://nomisma.org/id/neapolis_apulia,Neapolis
http://nomisma.org/id/pagae,Pagae
http://nomisma.org/id/caiatia,Caiatia
http://nomisma.org/id/cithus,Cithus (?)
http://nomisma.org/id/scylletium,Scylletium
http://nomisma.org/id/compulteria,Compulteria
http://nomisma.org/id/demetrias_syria,Demetrias
http://nomisma.org/id/teucheira,Teucheira
http://nomisma.org/id/pompeiopolis,Pompeiopolis
http://nomisma.org/id/kallistai_achaea,Kallistai
http://nomisma.org/id/podalia,Podalia
http://nomisma.org/id/prymnessus,Prymnessus
http://nomisma.org/id/aegirus,Aegirus
http://nomisma.org/id/amorgos_amorgos,Amorgos
http://nomisma.org/id/caena,Caena
http://nomisma.org/id/pedasa,Pedasa
http://nomisma.org/id/cranaus,Cranaus
http://nomisma.org/id/neonteichos,Neonteichos
http://nomisma.org/id/philomelium,Philomelium
http://nomisma.org/id/torhybeion,Torhybeion
http://nomisma.org/id/tenea,Tenea
http://nomisma.org/id/anemurium,Anemurium
http://nomisma.org/id/sarbanissa,Sarbanissa
http://nomisma.org/id/ami_naea,Ami(naea)
http://nomisma.org/id/gortys-achaean_league,Gortys
http://nomisma.org/id/proerna,Proerna
http://nomisma.org/id/uncertain_caria_h,Uncertain Carian mint H
http://nomisma.org/id/peripolium,Peripolium
http://nomisma.org/id/Ptolemais_lebedus,Ptolemais (Lebedus)
http://nomisma.org/id/imachara,Imachara
